area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"Scotland",2021-02-14,0.90,0.91,0.93,0.95,0.95,0.96,0.97,0.98,0.99,1.00,1.01,1.02,1.04,1.05,1.07,inferred
"Scotland",2021-02-15,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-16,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-17,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-18,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-19,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-20,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-21,0.77,0.78,0.79,0.81,0.82,0.82,0.83,0.85,0.85,0.87,0.87,0.88,0.90,0.91,0.92,inferred
"Scotland",2021-02-22,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-23,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-24,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-25,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-26,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-27,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-02-28,0.70,0.72,0.73,0.75,0.76,0.76,0.78,0.79,0.80,0.81,0.82,0.82,0.84,0.86,0.87,inferred
"Scotland",2021-03-01,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-02,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-03,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-04,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-05,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-06,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-07,0.95,0.97,0.99,1.01,1.02,1.03,1.04,1.05,1.07,1.08,1.09,1.09,1.12,1.13,1.15,inferred
"Scotland",2021-03-08,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-09,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-10,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-11,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-12,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-13,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-14,0.91,0.93,0.95,0.97,0.97,0.98,1.00,1.01,1.02,1.04,1.04,1.05,1.07,1.09,1.11,inferred
"Scotland",2021-03-15,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-16,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-17,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-18,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-19,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-20,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-21,0.82,0.83,0.85,0.87,0.88,0.88,0.89,0.90,0.92,0.93,0.93,0.94,0.96,0.98,1.00,inferred
"Scotland",2021-03-22,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-23,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-24,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-25,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-26,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-27,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-28,0.75,0.77,0.79,0.81,0.82,0.82,0.83,0.85,0.86,0.87,0.88,0.88,0.90,0.92,0.94,inferred
"Scotland",2021-03-29,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-03-30,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-03-31,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-04-01,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-04-02,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-04-03,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-04-04,0.70,0.73,0.76,0.80,0.81,0.82,0.84,0.87,0.89,0.92,0.93,0.95,0.99,1.03,1.06,inferred
"Scotland",2021-04-05,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-06,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-07,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-08,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-09,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-10,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-11,0.69,0.74,0.78,0.84,0.86,0.88,0.92,0.96,1.01,1.05,1.08,1.13,1.23,1.33,1.41,projected
"Scotland",2021-04-12,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-13,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-14,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-15,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-16,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-17,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-18,0.73,0.78,0.83,0.91,0.94,0.97,1.02,1.08,1.16,1.25,1.30,1.36,1.56,1.76,1.98,projected
"Scotland",2021-04-19,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-20,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-21,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-22,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-23,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-24,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Scotland",2021-04-25,0.74,0.81,0.89,0.99,1.04,1.08,1.17,1.26,1.35,1.48,1.55,1.66,1.95,2.29,2.77,projected
"Wales",2020-12-21,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-22,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-23,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-24,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-25,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-26,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-27,1.02,1.03,1.03,1.05,1.05,1.06,1.07,1.07,1.08,1.09,1.09,1.09,1.10,1.11,1.11,inferred
"Wales",2020-12-28,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2020-12-29,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2020-12-30,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2020-12-31,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2021-01-01,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2021-01-02,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2021-01-03,0.76,0.77,0.78,0.79,0.79,0.80,0.80,0.81,0.82,0.82,0.83,0.83,0.84,0.85,0.85,inferred
"Wales",2021-01-04,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-05,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-06,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-07,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-08,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-09,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-10,0.66,0.68,0.69,0.70,0.70,0.71,0.72,0.72,0.73,0.74,0.74,0.75,0.76,0.77,0.78,inferred
"Wales",2021-01-11,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-12,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-13,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-14,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-15,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-16,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-17,0.61,0.62,0.63,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.70,0.71,0.72,0.73,0.74,inferred
"Wales",2021-01-18,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-19,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-20,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-21,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-22,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-23,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-24,0.64,0.65,0.66,0.68,0.69,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.79,inferred
"Wales",2021-01-25,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-26,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-27,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-28,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-29,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-30,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-01-31,0.74,0.74,0.76,0.77,0.78,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.88,inferred
"Wales",2021-02-01,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-02,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-03,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-04,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-05,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-06,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-07,0.76,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.85,0.86,0.87,0.89,0.90,inferred
"Wales",2021-02-08,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-09,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-10,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-11,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-12,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-13,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-14,0.78,0.79,0.80,0.82,0.82,0.83,0.84,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,inferred
"Wales",2021-02-15,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-16,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-17,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-18,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-19,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-20,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-21,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.83,inferred
"Wales",2021-02-22,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-23,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-24,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-25,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-26,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-27,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-02-28,0.75,0.76,0.78,0.79,0.80,0.80,0.81,0.82,0.83,0.84,0.84,0.85,0.87,0.88,0.90,inferred
"Wales",2021-03-01,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-02,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-03,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-04,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-05,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-06,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-07,0.88,0.89,0.90,0.93,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,1.01,1.03,1.04,inferred
"Wales",2021-03-08,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-09,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-10,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-11,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-12,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-13,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-14,0.87,0.88,0.89,0.91,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.01,1.02,inferred
"Wales",2021-03-15,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-16,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-17,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-18,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-19,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-20,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-21,0.76,0.78,0.79,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.86,0.87,0.89,0.90,0.91,inferred
"Wales",2021-03-22,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-23,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-24,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-25,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-26,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-27,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-28,0.63,0.65,0.67,0.69,0.70,0.70,0.71,0.73,0.74,0.75,0.75,0.76,0.78,0.79,0.81,inferred
"Wales",2021-03-29,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-03-30,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-03-31,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-04-01,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-04-02,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-04-03,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-04-04,0.66,0.68,0.70,0.73,0.74,0.75,0.77,0.79,0.81,0.83,0.84,0.86,0.89,0.92,0.96,inferred
"Wales",2021-04-05,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
"Wales",2021-04-06,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
"Wales",2021-04-07,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
"Wales",2021-04-08,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
"Wales",2021-04-09,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
"Wales",2021-04-10,0.69,0.72,0.75,0.78,0.80,0.81,0.84,0.86,0.89,0.92,0.94,0.96,1.02,1.06,1.11,projected
